 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
16:10 17.12.2019 	 1,03 	 1 	 6 	 11 	 56 	 1008 	 1 	  
16:00 17.12.2019 	 1,08 	 1,03 	 7 	 12 	 57 	 1008 	 1,1 	  
15:50 17.12.2019 	 1,13 	 1,09 	 7 	 12 	 52 	 1008 	 1,1 	  
15:40 17.12.2019 	 1,19 	 1,12 	 7 	 12 	 55 	 1008 	 1,2 	  
15:30 17.12.2019 	 1,27 	 1,23 	 6 	 11 	 52 	 1008 	 1,2 	  
15:20 17.12.2019 	 1,35 	 1,3 	 6 	 10 	 51 	 1008 	 1,2 	  
15:10 17.12.2019 	 1,43 	 1,39 	 6 	 12 	 51 	 1009 	 1,1 	  
15:00 17.12.2019 	 1,53 	 1,49 	 7 	 11 	 52 	 1009 	 1,2 	  
14:50 17.12.2019 	 1,63 	 1,56 	 7 	 11 	 49 	 1008 	 1,2 	  
14:40 17.12.2019 	 1,74 	 1,66 	 6 	 10 	 51 	 1009 	 1,2 	  
14:30 17.12.2019 	 1,86 	 1,77 	 6 	 10 	 54 	 1009 	 1,2 	  
14:20 17.12.2019 	 1,97 	 1,88 	 6 	 9 	 56 	 1009 	 1,1 	  
14:10 17.12.2019 	 2,09 	 2,03 	 7 	 10 	 59 	 1009 	 1,1 	  
14:00 17.12.2019 	 2,22 	 2,13 	 7 	 10 	 56 	 1009 	 1,1 	  
13:50 17.12.2019 	 2,34 	 2,26 	 7 	 11 	 56 	 1009 	 1,2 	  
13:40 17.12.2019 	 2,47 	 2,38 	 8 	 12 	 56 	 1009 	 1,2 	  
13:30 17.12.2019 	 2,59 	 2,51 	 9 	 12 	 59 	 1009 	 1 	  
13:20 17.12.2019 	 2,72 	 2,64 	 8 	 12 	 54 	 1009 	 1,1 	  
13:10 17.12.2019 	 2,84 	 2,75 	 8 	 12 	 54 	 1009 	 1,2 	  
13:00 17.12.2019 	 2,96 	 2,85 	 8 	 12 	 59 	 1009 	 1,1 	  
12:50 17.12.2019 	 3,08 	 3 	 8 	 11 	 56 	 1009 	 1,1 	  
12:40 17.12.2019 	 3,19 	 3,11 	 7 	 11 	 58 	 1009 	 1,1 	  
12:30 17.12.2019 	 3,3 	 3,18 	 7 	 12 	 55 	 1010 	 1 	  
12:20 17.12.2019 	 3,41 	 3,31 	 8 	 11 	 55 	 1010 	 1,1 	  
12:10 17.12.2019 	 3,5 	 3,38 	 7 	 10 	 55 	 1010 	 1 	  
12:00 17.12.2019 	 3,59 	 3,51 	 7 	 10 	 56 	 1010 	 1,1 	  
11:50 17.12.2019 	 3,68 	 3,59 	 7 	 10 	 58 	 1010 	 1,1 	  
11:40 17.12.2019 	 3,75 	 3,67 	 9 	 11 	 61 	 1010 	 1,1 	  
11:30 17.12.2019 	 3,82 	 3,71 	 9 	 12 	 57 	 1010 	 1,1 	  
11:20 17.12.2019 	 3,88 	 3,79 	 9 	 12 	 58 	 1010 	 1,1 	  
11:10 17.12.2019 	 3,93 	 3,81 	 10 	 12 	 59 	 1010 	 1 	  
11:00 17.12.2019 	 3,97 	 3,86 	 9 	 13 	 57 	 1010 	 1 	  
10:50 17.12.2019 	 4 	 3,9 	 9 	 12 	 59 	 1010 	 1,1 	  
10:40 17.12.2019 	 4,02 	 3,91 	 11 	 14 	 61 	 1010 	 1 	  
10:30 17.12.2019 	 4,03 	 3,9 	 11 	 13 	 66 	 1010 	 1,1 	  
10:20 17.12.2019 	 4,04 	 3,91 	 11 	 13 	 65 	 1010 	 1 	  
10:10 17.12.2019 	 4,03 	 3,91 	 10 	 12 	 59 	 1010 	 1,1 	  
10:00 17.12.2019 	 4,01 	 3,88 	 9 	 12 	 50 	 1010 	 1,1 	  
09:50 17.12.2019 	 3,98 	 3,88 	 11 	 14 	 61 	 1010 	 1,1 	  
09:40 17.12.2019 	 3,94 	 3,85 	 10 	 14 	 63 	 1010 	 1,1 	  
09:30 17.12.2019 	 3,89 	 3,78 	 11 	 14 	 64 	 1010 	 1,1 	  
09:20 17.12.2019 	 3,84 	 3,74 	 10 	 13 	 58 	 1010 	 1,1 	  
09:10 17.12.2019 	 3,77 	 3,71 	 10 	 13 	 53 	 1010 	 1,1 	  
09:00 17.12.2019 	 3,7 	 3,61 	 10 	 14 	 50 	 1010 	 1,1 	  
08:50 17.12.2019 	 3,61 	 3,54 	 9 	 14 	 48 	 1010 	 1,1 	  
08:40 17.12.2019 	 3,52 	 3,46 	 9 	 14 	 48 	 1010 	 1,2 	  
08:30 17.12.2019 	 3,43 	 3,34 	 10 	 14 	 53 	 1010 	 1,3 	  
08:20 17.12.2019 	 3,32 	 3,26 	 10 	 14 	 50 	 1010 	 1,2 	  
08:10 17.12.2019 	 3,22 	 3,14 	 8 	 12 	 49 	 1010 	 1,3 	  
08:00 17.12.2019 	 3,1 	 3,03 	 9 	 14 	 48 	 1010 	 1,1 	  
07:50 17.12.2019 	 2,98 	 2,92 	 10 	 15 	 49 	 1010 	 1,1 	  
07:40 17.12.2019 	 2,86 	 2,78 	 9 	 14 	 49 	 1010 	 1,2 	  
07:30 17.12.2019 	 2,74 	 2,68 	 9 	 15 	 51 	 1010 	 1,1 	  
07:20 17.12.2019 	 2,61 	 2,53 	 8 	 14 	 48 	 1010 	 1,2 	  
07:10 17.12.2019 	 2,48 	 2,43 	 8 	 13 	 48 	 1010 	 1,1 	  
07:00 17.12.2019 	 2,35 	 2,29 	 9 	 13 	 49 	 1010 	 1,2 	  
06:50 17.12.2019 	 2,22 	 2,17 	 8 	 15 	 51 	 1010 	 1,1 	  
06:40 17.12.2019 	 2,09 	 2,03 	 7 	 14 	 48 	 1010 	 1,2 	  
06:30 17.12.2019 	 1,97 	 1,91 	 8 	 13 	 50 	 1010 	 1,2 	  
06:20 17.12.2019 	 1,85 	 1,75 	 8 	 12 	 51 	 1010 	 1,3 	  
06:10 17.12.2019 	 1,73 	 1,65 	 9 	 13 	 56 	 1010 	 1,3 	  
06:00 17.12.2019 	 1,62 	 1,54 	 8 	 13 	 55 	 1011 	 1,4 	  
05:50 17.12.2019 	 1,51 	 1,46 	 7 	 13 	 52 	 1011 	 1,3 	  
05:40 17.12.2019 	 1,41 	 1,37 	 8 	 14 	 50 	 1010 	 1,3 	  
05:30 17.12.2019 	 1,32 	 1,26 	 9 	 14 	 57 	 1011 	 1,3 	  
05:20 17.12.2019 	 1,23 	 1,16 	 8 	 14 	 55 	 1011 	 1,3 	  
05:10 17.12.2019 	 1,16 	 1,1 	 7 	 12 	 53 	 1011 	 1,3 	  
05:00 17.12.2019 	 1,1 	 1,03 	 7 	 13 	 52 	 1011 	 1,4 	  
04:50 17.12.2019 	 1,04 	 1 	 8 	 15 	 55 	 1011 	 1,4 	  
04:40 17.12.2019 	 1 	 0,94 	 9 	 13 	 60 	 1011 	 1,4 	  
04:30 17.12.2019 	 0,96 	 0,91 	 8 	 12 	 60 	 1011 	 1,5 	  
04:20 17.12.2019 	 0,94 	 0,89 	 8 	 12 	 60 	 1011 	 1,4 	  
04:10 17.12.2019 	 0,93 	 0,85 	 8 	 12 	 57 	 1011 	 1,4 	  
04:00 17.12.2019 	 0,94 	 0,86 	 8 	 11 	 59 	 1011 	 1,3 	  
03:50 17.12.2019 	 0,95 	 0,88 	 7 	 12 	 56 	 1011 	 1,2 	  
03:40 17.12.2019 	 0,97 	 0,91 	 8 	 12 	 58 	 1011 	 1,3 	  
03:30 17.12.2019 	 1,01 	 0,91 	 9 	 12 	 61 	 1011 	 1,3 	  
03:20 17.12.2019 	 1,05 	 0,95 	 10 	 13 	 61 	 1011 	 1,3 	  
03:10 17.12.2019 	 1,11 	 1,05 	 10 	 14 	 58 	 1011 	 1,4 	  
03:00 17.12.2019 	 1,17 	 1,07 	 10 	 14 	 60 	 1011 	 1,5 	  
02:50 17.12.2019 	 1,25 	 1,14 	 9 	 12 	 61 	 1011 	 1,5 	  
02:40 17.12.2019 	 1,33 	 1,22 	 10 	 13 	 73 	 1011 	 1,4 	  
02:30 17.12.2019 	 1,42 	 1,33 	 10 	 12 	 76 	 1011 	 1,4 	  
02:20 17.12.2019 	 1,51 	 1,4 	 9 	 13 	 74 	 1011 	 1,3 	  
02:10 17.12.2019 	 1,62 	 1,49 	 9 	 12 	 73 	 1011 	 1,2 	  
02:00 17.12.2019 	 1,72 	 1,61 	 8 	 12 	 73 	 1011 	 1,4 	  
01:50 17.12.2019 	 1,83 	 1,69 	 8 	 11 	 82 	 1011 	 1,2 	  
01:40 17.12.2019 	 1,95 	 1,82 	 9 	 11 	 81 	 1011 	 1,2 	  
01:30 17.12.2019 	 2,06 	 1,93 	 10 	 12 	 76 	 1011 	 1,2 	  
01:20 17.12.2019 	 2,18 	 2,04 	 10 	 13 	 68 	 1011 	 1,2 	  
01:10 17.12.2019 	 2,3 	 2,14 	 10 	 13 	 63 	 1011 	 1,1 	  
01:00 17.12.2019 	 2,42 	 2,27 	 10 	 13 	 60 	 1011 	 1,2 	  
00:50 17.12.2019 	 2,53 	 2,39 	 9 	 13 	 57 	 1011 	 1,3 	  
00:40 17.12.2019 	 2,65 	 2,52 	 8 	 12 	 71 	 1011 	 1,3 	  
00:30 17.12.2019 	 2,76 	 2,63 	 9 	 12 	 84 	 1011 	 1,1 	  
00:20 17.12.2019 	 2,87 	 2,73 	 8 	 12 	 90 	 1011 	 1,1 	  
00:10 17.12.2019 	 2,97 	 2,84 	 9 	 12 	 88 	 1011 	 1,1 	  
00:00 17.12.2019 	 3,07 	 2,94 	 9 	 13 	 86 	 1011 	 1,1 	  
23:50 16.12.2019 	 3,17 	 3,04 	 10 	 13 	 82 	 1011 	 1,1 	  
23:40 16.12.2019 	 3,26 	 3,13 	 10 	 13 	 78 	 1011 	 1,1 	  
23:30 16.12.2019 	 3,34 	 3,2 	 10 	 13 	 81 	 1011 	 1,1 	  
23:20 16.12.2019 	 3,41 	 3,25 	 10 	 14 	 82 	 1011 	 1,1 	  
23:10 16.12.2019 	 3,48 	 3,32 	 11 	 13 	 84 	 1011 	 1,1 	  
23:00 16.12.2019 	 3,54 	 3,41 	 11 	 14 	 78 	 1011 	 1,1 	  
22:50 16.12.2019 	 3,59 	 3,41 	 11 	 14 	 75 	 1011 	 1,2 	  
22:40 16.12.2019 	 3,63 	 3,49 	 11 	 14 	 81 	 1011 	 1,2 	  
22:30 16.12.2019 	 3,66 	 3,52 	 12 	 16 	 80 	 1011 	 1,2 	  
22:20 16.12.2019 	 3,68 	 3,5 	 12 	 15 	 80 	 1011 	 1,3 	  
22:10 16.12.2019 	 3,7 	 3,53 	 12 	 16 	 75 	 1011 	 1,2 	  
22:00 16.12.2019 	 3,7 	 3,5 	 12 	 15 	 70 	 1010 	 1,3 	  
21:50 16.12.2019 	 3,7 	 3,52 	 12 	 15 	 70 	 1011 	 1,3 	  
21:40 16.12.2019 	 3,68 	 3,54 	 12 	 15 	 67 	 1011 	 1,3 	  
21:30 16.12.2019 	 3,66 	 3,48 	 12 	 15 	 70 	 1011 	 1,3 	  
21:20 16.12.2019 	 3,63 	 3,47 	 10 	 14 	 74 	 1011 	 1,2 	  
21:10 16.12.2019 	 3,58 	 3,4 	 10 	 13 	 74 	 1011 	 1 	  
21:00 16.12.2019 	 3,53 	 3,34 	 11 	 13 	 78 	 1011 	 0,9 	  
20:50 16.12.2019 	 3,47 	 3,28 	 12 	 16 	 81 	 1011 	 0,8 	  
20:40 16.12.2019 	 3,41 	 3,24 	 11 	 15 	 79 	 1011 	 1 	  
20:30 16.12.2019 	 3,33 	 3,15 	 11 	 14 	 82 	 1011 	 1 	  
20:20 16.12.2019 	 3,25 	 3,07 	 12 	 16 	 81 	 1011 	 0,9 	  
20:10 16.12.2019 	 3,16 	 2,99 	 11 	 14 	 88 	 1011 	 1 	  
20:00 16.12.2019 	 3,06 	 2,87 	 11 	 14 	 87 	 1011 	 0,9 	  
19:50 16.12.2019 	 2,96 	 2,76 	 11 	 14 	 87 	 1011 	 0,9 	  
19:40 16.12.2019 	 2,85 	 2,64 	 11 	 14 	 88 	 1011 	 1 	  
19:30 16.12.2019 	 2,74 	 2,58 	 11 	 14 	 87 	 1011 	 1 	  
19:20 16.12.2019 	 2,62 	 2,45 	 11 	 13 	 89 	 1011 	 1,2 	  
19:10 16.12.2019 	 2,51 	 2,35 	 10 	 13 	 85 	 1011 	 1,1 	  
19:00 16.12.2019 	 2,38 	 2,17 	 11 	 14 	 87 	 1011 	 1 	  
18:50 16.12.2019 	 2,26 	 2,09 	 10 	 13 	 84 	 1011 	 1 	  
18:40 16.12.2019 	 2,14 	 1,96 	 11 	 14 	 80 	 1011 	 1 	  
18:30 16.12.2019 	 2,01 	 1,83 	 11 	 15 	 78 	 1011 	 1,1 	  
18:20 16.12.2019 	 1,89 	 1,71 	 10 	 13 	 74 	 1011 	 1,2 	  
18:10 16.12.2019 	 1,77 	 1,56 	 11 	 15 	 79 	 1011 	 1,1 	  
18:00 16.12.2019 	 1,66 	 1,49 	 11 	 16 	 78 	 1011 	 1,2 	  
17:50 16.12.2019 	 1,54 	 1,4 	 11 	 17 	 82 	 1011 	 1,2 	  
17:40 16.12.2019 	 1,44 	 1,29 	 11 	 15 	 83 	 1011 	 1 	  
17:30 16.12.2019 	 1,34 	 1,19 	 11 	 17 	 76 	 1011 	 1,2 	  
17:20 16.12.2019 	 1,24 	 1,1 	 12 	 18 	 77 	 1010 	 1,1 	  
17:10 16.12.2019 	 1,16 	 1,02 	 12 	 17 	 79 	 1010 	 1,2 	  
17:00 16.12.2019 	 1,08 	 0,98 	 13 	 18 	 71 	 1010 	 1,2 	  
16:50 16.12.2019 	 1,01 	 0,9 	 12 	 16 	 63 	 1010 	 1,1 	  
16:40 16.12.2019 	 0,95 	 0,83 	 12 	 17 	 67 	 1010 	 1,1 	  
16:30 16.12.2019 	 0,9 	 0,78 	 12 	 19 	 68 	 1010 	 1,3 	  
16:20 16.12.2019 	 0,87 	 0,79 	 13 	 17 	 75 	 1010 	 1,4 	  
16:10 16.12.2019 	 0,84 	 0,77 	 11 	 14 	 76 	 1010 	 1,2 	  
16:00 16.12.2019 	 0,83 	 0,73 	 12 	 16 	 72 	 1010 	 1,2 	  
15:50 16.12.2019 	 0,83 	 0,73 	 10 	 15 	 72 	 1010 	 1,4 	  
15:40 16.12.2019 	 0,84 	 0,81 	 11 	 14 	 73 	 1010 	 1,4 	  
15:30 16.12.2019 	 0,86 	 0,78 	 11 	 14 	 73 	 1010 	 1,5 	  
15:20 16.12.2019 	 0,9 	 0,82 	 10 	 14 	 71 	 1010 	 1,6 	  
15:10 16.12.2019 	 0,94 	 0,87 	 11 	 16 	 64 	 1010 	 1,5 	  
15:00 16.12.2019 	 1 	 0,97 	 11 	 15 	 71 	 1010 	 1,6 	  
14:50 16.12.2019 	 1,07 	 1,01 	 11 	 15 	 72 	 1010 	 1,6 	  
14:40 16.12.2019 	 1,15 	 1,08 	 12 	 15 	 72 	 1010 	 1,6 	  
14:30 16.12.2019 	 1,24 	 1,17 	 11 	 14 	 72 	 1010 	 1,6 	  
14:20 16.12.2019 	 1,33 	 1,23 	 10 	 14 	 68 	 1010 	 1,7 	  
14:10 16.12.2019 	 1,44 	 1,42 	 9 	 13 	 74 	 1009 	 1,8 	  
14:00 16.12.2019 	 1,55 	 1,45 	 10 	 14 	 74 	 1010 	 1,7 	  
13:50 16.12.2019 	 1,67 	 1,57 	 11 	 15 	 72 	 1010 	 1,8 	  
13:40 16.12.2019 	 1,8 	 1,72 	 10 	 15 	 74 	 1010 	 1,9 	  
13:30 16.12.2019 	 1,93 	 1,81 	 9 	 13 	 69 	 1010 	 1,7 	  
13:20 16.12.2019 	 2,06 	 1,91 	 9 	 16 	 69 	 1010 	 1,8 	  
13:10 16.12.2019 	 2,2 	 2,03 	 10 	 16 	 74 	 1010 	 1,9 	  
13:00 16.12.2019 	 2,33 	 2,23 	 11 	 17 	 69 	 1009 	 1,9 	  
12:50 16.12.2019 	 2,47 	 2,38 	 12 	 16 	 61 	 1009 	 1,9 	  
12:40 16.12.2019 	 2,61 	 2,48 	 12 	 16 	 69 	 1009 	 2 	  
12:30 16.12.2019 	 2,75 	 2,64 	 10 	 17 	 76 	 1009 	 2,2 	  
12:20 16.12.2019 	 2,88 	 2,75 	 11 	 16 	 79 	 1009 	 2 	  
12:10 16.12.2019 	 3,02 	 2,91 	 12 	 17 	 78 	 1008 	 2 	  
12:00 16.12.2019 	 3,15 	 3,03 	 13 	 17 	 79 	 1008 	 2 	  
11:50 16.12.2019 	 3,27 	 3,13 	 13 	 17 	 76 	 1008 	 2 	  
11:40 16.12.2019 	 3,39 	 3,27 	 15 	 19 	 72 	 1008 	 2 	  
11:30 16.12.2019 	 3,5 	 3,42 	 15 	 20 	 74 	 1008 	 2,1 	  
11:20 16.12.2019 	 3,61 	 3,51 	 15 	 21 	 73 	 1008 	 2,1 	  
11:10 16.12.2019 	 3,71 	 3,6 	 15 	 21 	 73 	 1008 	 2,2 	  
11:00 16.12.2019 	 3,8 	 3,7 	 14 	 19 	 71 	 1007 	 2,3 	  
10:50 16.12.2019 	 3,88 	 3,79 	 13 	 19 	 74 	 1007 	 2,4 	  
10:40 16.12.2019 	 3,96 	 3,9 	 11 	 16 	 72 	 1008 	 2,5 	  
10:30 16.12.2019 	 4,02 	 3,93 	 11 	 16 	 74 	 1008 	 2,5 	  
10:20 16.12.2019 	 4,08 	 3,99 	 13 	 20 	 74 	 1007 	 2,5 	  
10:10 16.12.2019 	 4,12 	 4,04 	 13 	 18 	 72 	 1007 	 2,5 	  
10:00 16.12.2019 	 4,16 	 4,05 	 14 	 18 	 71 	 1007 	 2,6 	  
09:50 16.12.2019 	 4,18 	 4,08 	 14 	 18 	 68 	 1007 	 2,6 	  
09:40 16.12.2019 	 4,19 	 4,07 	 14 	 18 	 69 	 1007 	 2,6 	  
09:30 16.12.2019 	 4,19 	 4,07 	 14 	 20 	 69 	 1007 	 2,6 	  
09:20 16.12.2019 	 4,18 	 4,06 	 15 	 19 	 69 	 1007 	 2,6 	  
09:10 16.12.2019 	 4,16 	 4,07 	 14 	 20 	 72 	 1006 	 2,6 	  
09:00 16.12.2019 	 4,13 	 4,04 	 13 	 18 	 73 	 1006 	 2,6 	  
08:50 16.12.2019 	 4,09 	 4,03 	 14 	 20 	 75 	 1006 	 2,5 	  
08:40 16.12.2019 	 4,04 	 3,97 	 15 	 19 	 72 	 1006 	 2,4 	  
08:30 16.12.2019 	 3,98 	 3,93 	 16 	 22 	 70 	 1006 	 2,4 	  
08:20 16.12.2019 	 3,91 	 3,86 	 15 	 21 	 70 	 1005 	 2,5 	  
08:10 16.12.2019 	 3,83 	 3,8 	 15 	 20 	 70 	 1005 	 2,5 	  
08:00 16.12.2019 	 3,74 	 3,69 	 13 	 18 	 72 	 1005 	 2,5 	  
07:50 16.12.2019 	 3,64 	 3,63 	 15 	 18 	 72 	 1005 	 2,6 	  
07:40 16.12.2019 	 3,53 	 3,52 	 14 	 19 	 72 	 1005 	 2,6 	  
07:30 16.12.2019 	 3,42 	 3,41 	 13 	 18 	 69 	 1004 	 2,7 	  
07:20 16.12.2019 	 3,3 	 3,26 	 13 	 17 	 67 	 1004 	 2,6 	  
07:10 16.12.2019 	 3,17 	 3,17 	 12 	 16 	 66 	 1004 	 2,6 	  
07:00 16.12.2019 	 3,04 	 3,04 	 10 	 13 	 66 	 1004 	 2,5 	  
06:50 16.12.2019 	 2,9 	 2,89 	 11 	 13 	 69 	 1003 	 2,6 	  
06:40 16.12.2019 	 2,76 	 2,76 	 10 	 13 	 72 	 1003 	 2,6 	  
06:30 16.12.2019 	 2,62 	 2,64 	 10 	 12 	 69 	 1003 	 2,4 	  
06:20 16.12.2019 	 2,48 	 2,51 	 10 	 13 	 69 	 1003 	 2,5 	  
06:10 16.12.2019 	 2,33 	 2,35 	 10 	 12 	 77 	 1003 	 2,5 	  
06:00 16.12.2019 	 2,19 	 2,21 	 9 	 14 	 73 	 1002 	 2,7 	  
05:50 16.12.2019 	 2,05 	 2,06 	 8 	 12 	 68 	 1002 	 2,6 	  
05:40 16.12.2019 	 1,91 	 1,96 	 6 	 9 	 64 	 1002 	 2,3 	  
05:30 16.12.2019 	 1,77 	 1,84 	 6 	 9 	 63 	 1002 	 2,4 	  
05:20 16.12.2019 	 1,64 	 1,67 	 6 	 9 	 62 	 1002 	 2,5 	  
05:10 16.12.2019 	 1,52 	 1,58 	 6 	 9 	 72 	 1002 	 2,7 	  
05:00 16.12.2019 	 1,4 	 1,46 	 6 	 8 	 77 	 1001 	 2,4 	  
04:50 16.12.2019 	 1,29 	 1,34 	 3 	 6 	 71 	 1001 	 1,9 	  
04:40 16.12.2019 	 1,19 	 1,22 	 1 	 3 	 142 	 1001 	 1,3 	  
04:30 16.12.2019 	 1,1 	 1,12 	 3 	 5 	 137 	 1001 	 1,4 	  
04:20 16.12.2019 	 1,02 	 1,01 	 5 	 7 	 120 	 1001 	 1,4 	  
04:10 16.12.2019 	 0,95 	 0,94 	 6 	 8 	 80 	 1001 	 1,5 	  
04:00 16.12.2019 	 0,89 	 0,89 	 6 	 8 	 72 	 1001 	 1,4 	  
03:50 16.12.2019 	 0,84 	 0,84 	 4 	 8 	 71 	 1001 	 1,5 	  
03:40 16.12.2019 	 0,81 	 0,83 	 2 	 5 	 82 	 1001 	 1,3 	  
03:30 16.12.2019 	 0,79 	 0,77 	 1 	 2 	 90 	 1001 	 1,1 	  
03:20 16.12.2019 	 0,78 	 0,77 	 1 	 3 	 84 	 1001 	 1 	  
03:10 16.12.2019 	 0,78 	 0,8 	 2 	 3 	 90 	 1000 	 1,2 	  
03:00 16.12.2019 	 0,8 	 0,79 	 2 	 4 	 104 	 1000 	 1,1 	  
02:50 16.12.2019 	 0,83 	 0,8 	 2 	 3 	 114 	 1000 	 1,1 	  
02:40 16.12.2019 	 0,87 	 0,82 	 2 	 2 	 99 	 1000 	 1,2 	  
02:30 16.12.2019 	 0,92 	 0,93 	 1 	 2 	 166 	 1000 	 0,9 	  
02:20 16.12.2019 	 0,99 	 1 	 1 	 2 	 183 	 1000 	 0,7 	  
02:10 16.12.2019 	 1,06 	 1,05 	 1 	 2 	 189 	 1000 	 0,5 	  
02:00 16.12.2019 	 1,14 	 1,13 	 1 	 1 	 180 	 1000 	 0,4 	  
01:50 16.12.2019 	 1,24 	 1,18 	 1 	 1 	 198 	 999 	 0,2 	  
01:40 16.12.2019 	 1,34 	 1,3 	 1 	 2 	 188 	 999 	 0,1 	  
01:30 16.12.2019 	 1,44 	 1,4 	 2 	 2 	 184 	 999 	 0,1 	  
01:20 16.12.2019 	 1,56 	 1,53 	 2 	 2 	 193 	 999 	 0,2 	  
01:10 16.12.2019 	 1,68 	 1,63 	 2 	 2 	 186 	 999 	 0,4 	  
01:00 16.12.2019 	 1,8 	 1,77 	 1 	 2 	 178 	 999 	 0,7 	  
00:50 16.12.2019 	 1,93 	 1,88 	 2 	 3 	 180 	 999 	 0,7 	  
00:40 16.12.2019 	 2,05 	 2,01 	 2 	 3 	 183 	 999 	 0,9 	  
00:30 16.12.2019 	 2,18 	 2,11 	 2 	 3 	 164 	 998 	 1,1 	  
00:20 16.12.2019 	 2,31 	 2,28 	 1 	 2 	 212 	 998 	 0,8 	  
00:10 16.12.2019 	 2,44 	 2,43 	 1 	 2 	 210 	 998 	 0,7 	  
00:00 16.12.2019 	 2,57 	 2,55 	 1 	 2 	 239 	 998 	 0,7 	  
23:50 15.12.2019 	 2,7 	 2,69 	 2 	 3 	 235 	 998 	 0,6 	  
23:40 15.12.2019 	 2,82 	 2,8 	 2 	 3 	 225 	 998 	 0,4 	  
23:30 15.12.2019 	 2,94 	 2,94 	 2 	 3 	 229 	 998 	 0,2 	  
23:20 15.12.2019 	 3,05 	 3,04 	 2 	 3 	 227 	 998 	 0,2 	  
23:10 15.12.2019 	 3,16 	 3,15 	 2 	 2 	 215 	 998 	 -0 	  
23:00 15.12.2019 	 3,26 	 3,27 	 1 	 2 	 231 	 998 	 -0,2 	  
22:50 15.12.2019 	 3,36 	 3,35 	 2 	 3 	 228 	 998 	 0,1 	  
22:40 15.12.2019 	 3,44 	 3,44 	 3 	 3 	 229 	 998 	 -0 	  
22:30 15.12.2019 	 3,52 	 3,5 	 2 	 3 	 225 	 998 	 -0,2 	  
22:20 15.12.2019 	 3,59 	 3,6 	 1 	 2 	 225 	 998 	 -0,6 	  
22:10 15.12.2019 	 3,66 	 3,64 	 1 	 2 	 233 	 998 	 -0,5 	  
22:00 15.12.2019 	 3,71 	 3,69 	 1 	 2 	 237 	 998 	 -0,4 	  
21:50 15.12.2019 	 3,75 	 3,73 	 2 	 3 	 235 	 998 	 -0,3 	  
21:40 15.12.2019 	 3,79 	 3,79 	 2 	 3 	 235 	 998 	 -0,3 	  
21:30 15.12.2019 	 3,81 	 3,75 	 2 	 3 	 238 	 998 	 -0,5 	  
21:20 15.12.2019 	 3,83 	 3,79 	 2 	 2 	 222 	 998 	 0,1 	  
21:10 15.12.2019 	 3,83 	 3,8 	 2 	 2 	 222 	 998 	 0 	  
21:00 15.12.2019 	 3,83 	 3,77 	 1 	 2 	 197 	 998 	 -0 	  
20:50 15.12.2019 	 3,81 	 3,77 	 2 	 2 	 140 	 998 	 1 	  
20:40 15.12.2019 	 3,78 	 3,75 	 2 	 4 	 116 	 998 	 1,3 	  
20:30 15.12.2019 	 3,75 	 3,71 	 4 	 5 	 59 	 997 	 1,9 	  
20:20 15.12.2019 	 3,7 	 3,67 	 3 	 6 	 51 	 997 	 1,8 	  
20:10 15.12.2019 	 3,64 	 3,61 	 3 	 5 	 46 	 997 	 1,8 	  
20:00 15.12.2019 	 3,58 	 3,55 	 4 	 6 	 50 	 997 	 1,8 	  
19:50 15.12.2019 	 3,5 	 3,46 	 3 	 5 	 48 	 997 	 1,8 	  
19:40 15.12.2019 	 3,42 	 3,4 	 3 	 5 	 33 	 997 	 1,9 	  
19:30 15.12.2019 	 3,33 	 3,29 	 3 	 5 	 41 	 997 	 1,8 	  
19:20 15.12.2019 	 3,23 	 3,18 	 4 	 6 	 36 	 997 	 1,8 	  
19:10 15.12.2019 	 3,12 	 3,07 	 3 	 7 	 44 	 997 	 1,7 	  
19:00 15.12.2019 	 3,01 	 2,97 	 4 	 6 	 48 	 997 	 1,7 	  
18:50 15.12.2019 	 2,89 	 2,83 	 4 	 7 	 44 	 997 	 1,7 	  
18:40 15.12.2019 	 2,77 	 2,72 	 3 	 7 	 44 	 997 	 1,7 	  
18:30 15.12.2019 	 2,64 	 2,58 	 3 	 7 	 41 	 997 	 1,7 	  
18:20 15.12.2019 	 2,51 	 2,46 	 4 	 7 	 44 	 997 	 1,7 	  
18:10 15.12.2019 	 2,37 	 2,32 	 4 	 6 	 39 	 997 	 1,6 	  
18:00 15.12.2019 	 2,24 	 2,2 	 5 	 7 	 31 	 997 	 1,6 	  
17:50 15.12.2019 	 2,1 	 2,06 	 5 	 8 	 35 	 997 	 1,6 	  
17:40 15.12.2019 	 1,97 	 1,97 	 5 	 8 	 34 	 997 	 1,6 	  
17:30 15.12.2019 	 1,84 	 1,82 	 4 	 7 	 49 	 997 	 1,6 	  
17:20 15.12.2019 	 1,71 	 1,69 	 5 	 9 	 41 	 997 	 1,5 	  
17:10 15.12.2019 	 1,58 	 1,57 	 5 	 9 	 41 	 997 	 1,6 	  
17:00 15.12.2019 	 1,46 	 1,48 	 4 	 8 	 52 	 997 	 1,5 	  
16:50 15.12.2019 	 1,35 	 1,37 	 5 	 8 	 42 	 997 	 1,4 	  
16:40 15.12.2019 	 1,24 	 1,23 	 4 	 9 	 51 	 997 	 1,4 	  
