 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
14:40 14.12.2019 	 0,7 	 1,48 	 1,5 	 2 	 3 	 347 	 990 	 -8 	  
14:30 14.12.2019 	 0,62 	 1,41 	 1,43 	 2 	 3 	 357 	 990 	 -8 	  
14:20 14.12.2019 	 0,56 	 1,37 	 1,39 	 0 	 2 	 355 	 990 	 -7,4 	  
14:10 14.12.2019 	 0,51 	 1,34 	 1,35 	 1 	 3 	 337 	 989 	 -7,7 	  
14:00 14.12.2019 	 0,46 	 1,3 	 1,31 	 2 	 3 	 332 	 989 	 -8,1 	  
13:50 14.12.2019 	 0,43 	 1,28 	 1,29 	 2 	 3 	 333 	 989 	 -7,8 	  
13:40 14.12.2019 	 0,42 	 1,27 	 1,28 	 2 	 3 	 329 	 989 	 -7,7 	  
13:30 14.12.2019 	 0,4 	 1,27 	 1,28 	 2 	 3 	 333 	 989 	 -7,1 	  
13:20 14.12.2019 	 0,4 	 1,27 	 1,29 	 3 	 4 	 0 	 989 	 -6,8 	  
13:10 14.12.2019 	 0,42 	 1,27 	 1,28 	 3 	 4 	 16 	 989 	 -6,6 	  
13:00 14.12.2019 	 0,43 	 1,29 	 1,3 	 3 	 4 	 18 	 989 	 -6,8 	  
12:50 14.12.2019 	 0,47 	 1,31 	 1,32 	 3 	 4 	 9 	 989 	 -6,4 	  
12:40 14.12.2019 	 0,51 	 1,38 	 1,4 	 3 	 5 	 5 	 989 	 -7,5 	  
12:30 14.12.2019 	 0,57 	 1,41 	 1,43 	 3 	 4 	 359 	 989 	 -7,8 	  
12:20 14.12.2019 	 0,62 	 1,49 	 1,51 	 2 	 3 	 344 	 989 	 -7,9 	  
12:10 14.12.2019 	 0,7 	 1,53 	 1,54 	 1 	 2 	 334 	 989 	 -7,7 	  
12:00 14.12.2019 	 0,78 	 1,61 	 1,63 	 2 	 4 	 348 	 989 	 -7,7 	  
11:50 14.12.2019 	 0,87 	 1,73 	 1,75 	 2 	 3 	 346 	 989 	 -8,2 	  
11:40 14.12.2019 	 0,97 	 1,8 	 1,82 	 2 	 3 	 345 	 989 	 -8,4 	  
11:30 14.12.2019 	 1,06 	 1,9 	 1,92 	 2 	 3 	 336 	 989 	 -8,4 	  
11:20 14.12.2019 	 1,18 	 2,02 	 2,04 	 2 	 3 	 326 	 989 	 -8,3 	  
11:10 14.12.2019 	 1,29 	 2,11 	 2,13 	 2 	 3 	 331 	 989 	 -8,5 	  
11:00 14.12.2019 	 1,4 	 2,26 	 2,28 	 2 	 2 	 331 	 989 	 -8,2 	  
10:50 14.12.2019 	 1,52 	 2,37 	 2,39 	 2 	 2 	 326 	 988 	 -8,1 	  
10:40 14.12.2019 	 1,64 	 2,47 	 2,49 	 2 	 2 	 328 	 988 	 -8,2 	  
10:30 14.12.2019 	 1,76 	 2,61 	 2,63 	 2 	 3 	 329 	 988 	 -8,2 	  
10:20 14.12.2019 	 1,88 	 2,72 	 2,74 	 2 	 3 	 332 	 988 	 -7,7 	  
10:10 14.12.2019 	 2 	 2,87 	 2,89 	 2 	 3 	 323 	 988 	 -7,4 	  
10:00 14.12.2019 	 2,12 	 2,94 	 2,96 	 2 	 3 	 333 	 988 	 -6,6 	  
09:50 14.12.2019 	 2,23 	 3,1 	 3,13 	 2 	 3 	 334 	 988 	 -7,8 	  
09:40 14.12.2019 	 2,35 	 3,21 	 3,23 	 1 	 2 	 345 	 988 	 -8,3 	  
09:30 14.12.2019 	 2,46 	 3,32 	 3,34 	 1 	 1 	 335 	 988 	 -8 	  
09:20 14.12.2019 	 2,57 	 3,43 	 3,46 	 1 	 3 	 7 	 988 	 -7,6 	  
09:10 14.12.2019 	 2,66 	 3,54 	 3,57 	 2 	 3 	 342 	 988 	 -7,7 	  
09:00 14.12.2019 	 2,76 	 3,6 	 3,62 	 3 	 3 	 325 	 988 	 -8 	  
08:50 14.12.2019 	 2,86 	 3,71 	 3,73 	 2 	 3 	 323 	 988 	 -7,7 	  
08:40 14.12.2019 	 2,94 	 3,8 	 3,83 	 2 	 3 	 329 	 988 	 -7,7 	  
08:30 14.12.2019 	 3,02 	 3,84 	 3,87 	 2 	 3 	 345 	 988 	 -7,4 	  
08:20 14.12.2019 	 3,08 	 3,91 	 3,94 	 2 	 3 	 16 	 988 	 -6,4 	  
08:10 14.12.2019 	 3,14 	 3,99 	 4,02 	 2 	 3 	 359 	 988 	 -6,5 	  
08:00 14.12.2019 	 3,2 	 4,06 	 4,09 	 2 	 3 	 4 	 988 	 -6,7 	  
07:50 14.12.2019 	 3,24 	 4,08 	 4,11 	 2 	 3 	 3 	 988 	 -6,9 	  
07:40 14.12.2019 	 3,28 	 4,12 	 4,15 	 2 	 3 	 358 	 987 	 -7,4 	  
07:30 14.12.2019 	 3,3 	 4,12 	 4,15 	 2 	 3 	 346 	 987 	 -7,1 	  
07:20 14.12.2019 	 3,33 	 4,17 	 4,19 	 2 	 3 	 352 	 987 	 -6,8 	  
07:10 14.12.2019 	 3,34 	 4,13 	 4,16 	 1 	 3 	 353 	 987 	 -7,3 	  
07:00 14.12.2019 	 3,34 	 4,17 	 4,2 	 1 	 2 	 339 	 987 	 -7,5 	  
06:50 14.12.2019 	 3,33 	 4,13 	 4,16 	 1 	 2 	 354 	 987 	 -7,1 	  
06:40 14.12.2019 	 3,3 	 4,08 	 4,11 	 2 	 2 	 321 	 987 	 -7,5 	  
06:30 14.12.2019 	 3,27 	 4,09 	 4,11 	 2 	 3 	 350 	 987 	 -7,1 	  
06:20 14.12.2019 	 3,23 	 4,03 	 4,06 	 2 	 3 	 352 	 987 	 -6,7 	  
06:10 14.12.2019 	 3,18 	 3,96 	 3,99 	 1 	 3 	 346 	 987 	 -7,3 	  
06:00 14.12.2019 	 3,13 	 3,87 	 3,9 	 2 	 3 	 335 	 987 	 -7,3 	  
05:50 14.12.2019 	 3,06 	 3,8 	 3,83 	 2 	 3 	 344 	 987 	 -7,1 	  
05:40 14.12.2019 	 2,99 	 3,75 	 3,78 	 2 	 3 	 350 	 987 	 -7,8 	  
05:30 14.12.2019 	 2,9 	 3,63 	 3,66 	 2 	 2 	 351 	 987 	 -7,7 	  
05:20 14.12.2019 	 2,82 	 3,54 	 3,57 	 3 	 4 	 22 	 987 	 -7,2 	  
05:10 14.12.2019 	 2,72 	 3,46 	 3,49 	 4 	 5 	 359 	 987 	 -6,6 	  
05:00 14.12.2019 	 2,62 	 3,35 	 3,37 	 2 	 5 	 352 	 987 	 -6,9 	  
04:50 14.12.2019 	 2,5 	 3,21 	 3,24 	 3 	 4 	 334 	 987 	 -7,5 	  
04:40 14.12.2019 	 2,39 	 3,12 	 3,14 	 2 	 4 	 329 	 987 	 -7,4 	  
04:30 14.12.2019 	 2,27 	 3 	 3,03 	 1 	 3 	 353 	 987 	 -7 	  
04:20 14.12.2019 	 2,15 	 2,89 	 2,91 	 2 	 3 	 2 	 987 	 -7 	  
04:10 14.12.2019 	 2,03 	 2,79 	 2,81 	 2 	 3 	 354 	 987 	 -7,1 	  
04:00 14.12.2019 	 1,9 	 2,62 	 2,64 	 2 	 3 	 331 	 987 	 -7 	  
03:50 14.12.2019 	 1,78 	 2,49 	 2,52 	 2 	 3 	 322 	 987 	 -7,1 	  
03:40 14.12.2019 	 1,66 	 2,36 	 2,38 	 2 	 3 	 318 	 987 	 -7,2 	  
03:30 14.12.2019 	 1,53 	 2,2 	 2,22 	 2 	 3 	 328 	 987 	 -6,6 	  
03:20 14.12.2019 	 1,41 	 2,13 	 2,16 	 2 	 3 	 359 	 987 	 -6,2 	  
03:10 14.12.2019 	 1,29 	 2 	 2,02 	 3 	 4 	 2 	 987 	 -5,8 	  
03:00 14.12.2019 	 1,17 	 1,89 	 1,91 	 2 	 3 	 356 	 987 	 -5,9 	  
02:50 14.12.2019 	 1,06 	 1,79 	 1,81 	 2 	 3 	 5 	 987 	 -6 	  
02:40 14.12.2019 	 0,95 	 1,69 	 1,71 	 4 	 5 	 6 	 987 	 -6,2 	  
02:30 14.12.2019 	 0,86 	 1,6 	 1,62 	 3 	 4 	 354 	 987 	 -4,9 	  
02:20 14.12.2019 	 0,77 	 1,51 	 1,53 	 2 	 4 	 339 	 987 	 -5,3 	  
02:10 14.12.2019 	 0,68 	 1,45 	 1,47 	 1 	 2 	 8 	 987 	 -5,4 	  
02:00 14.12.2019 	 0,61 	 1,36 	 1,37 	 2 	 4 	 27 	 987 	 -4,6 	  
01:50 14.12.2019 	 0,54 	 1,3 	 1,31 	 3 	 5 	 2 	 987 	 -5,1 	  
01:40 14.12.2019 	 0,49 	 1,27 	 1,28 	 3 	 5 	 356 	 987 	 -5,5 	  
01:30 14.12.2019 	 0,44 	 1,18 	 1,19 	 3 	 5 	 7 	 987 	 -5,2 	  
01:20 14.12.2019 	 0,41 	 1,17 	 1,18 	 3 	 4 	 6 	 987 	 -5,1 	  
01:10 14.12.2019 	 0,38 	 1,15 	 1,16 	 3 	 4 	 358 	 987 	 -4,8 	  
01:00 14.12.2019 	 0,38 	 1,13 	 1,14 	 2 	 4 	 332 	 987 	 -5,6 	  
00:50 14.12.2019 	 0,38 	 1,13 	 1,15 	 2 	 3 	 352 	 987 	 -5 	  
00:40 14.12.2019 	 0,38 	 1,12 	 1,13 	 2 	 3 	 352 	 987 	 -4,7 	  
00:30 14.12.2019 	 0,41 	 1,17 	 1,18 	 2 	 4 	 332 	 987 	 -4,6 	  
00:20 14.12.2019 	 0,44 	 1,18 	 1,19 	 3 	 4 	 350 	 987 	 -4,6 	  
00:10 14.12.2019 	 0,48 	 1,22 	 1,23 	 3 	 4 	 57 	 986 	 -2,7 	  
00:00 14.12.2019 	 0,54 	 1,33 	 1,34 	 3 	 4 	 22 	 986 	 -3,7 	  
23:50 13.12.2019 	 0,6 	 1,33 	 1,34 	 2 	 4 	 7 	 987 	 -3,8 	  
23:40 13.12.2019 	 0,66 	 1,45 	 1,47 	 3 	 4 	 7 	 987 	 -4 	  
23:30 13.12.2019 	 0,74 	 1,47 	 1,48 	 3 	 4 	 11 	 987 	 -3,9 	  
23:20 13.12.2019 	 0,83 	 1,6 	 1,61 	 3 	 5 	 7 	 986 	 -4 	  
23:10 13.12.2019 	 0,92 	 1,7 	 1,72 	 3 	 4 	 5 	 986 	 -4 	  
23:00 13.12.2019 	 1,02 	 1,79 	 1,81 	 3 	 4 	 4 	 986 	 -4,3 	  
22:50 13.12.2019 	 1,12 	 1,87 	 1,89 	 2 	 3 	 5 	 987 	 -4,5 	  
22:40 13.12.2019 	 1,23 	 1,99 	 2,01 	 2 	 3 	 335 	 987 	 -4,9 	  
22:30 13.12.2019 	 1,34 	 2,1 	 2,13 	 2 	 4 	 347 	 987 	 -5,3 	  
22:20 13.12.2019 	 1,45 	 2,25 	 2,27 	 3 	 4 	 335 	 987 	 -5,8 	  
22:10 13.12.2019 	 1,56 	 2,33 	 2,35 	 1 	 2 	 316 	 987 	 -6,3 	  
22:00 13.12.2019 	 1,67 	 2,52 	 2,54 	 2 	 3 	 338 	 987 	 -5,6 	  
21:50 13.12.2019 	 1,78 	 2,55 	 2,58 	 2 	 4 	 309 	 986 	 -5,8 	  
21:40 13.12.2019 	 1,9 	 2,65 	 2,67 	 2 	 3 	 318 	 986 	 -5,4 	  
21:30 13.12.2019 	 2 	 2,82 	 2,85 	 2 	 3 	 356 	 986 	 -3,6 	  
21:20 13.12.2019 	 2,11 	 2,87 	 2,9 	 3 	 4 	 4 	 986 	 -3,6 	  
21:10 13.12.2019 	 2,21 	 3 	 3,02 	 3 	 6 	 28 	 986 	 -3,7 	  
21:00 13.12.2019 	 2,31 	 3,11 	 3,14 	 3 	 6 	 45 	 986 	 -1,5 	  
20:50 13.12.2019 	 2,41 	 3,21 	 3,24 	 2 	 4 	 15 	 986 	 -3,2 	  
20:40 13.12.2019 	 2,5 	 3,3 	 3,32 	 2 	 3 	 358 	 986 	 -3,9 	  
20:30 13.12.2019 	 2,58 	 3,37 	 3,4 	 2 	 4 	 345 	 986 	 -4,4 	  
20:20 13.12.2019 	 2,66 	 3,49 	 3,51 	 2 	 3 	 352 	 986 	 -4,2 	  
20:10 13.12.2019 	 2,73 	 3,49 	 3,51 	 2 	 3 	 338 	 986 	 -4,6 	  
20:00 13.12.2019 	 2,79 	 3,65 	 3,67 	 2 	 3 	 341 	 986 	 -4,8 	  
19:50 13.12.2019 	 2,85 	 3,69 	 3,72 	 2 	 3 	 336 	 986 	 -5,1 	  
19:40 13.12.2019 	 2,9 	 3,69 	 3,71 	 2 	 3 	 345 	 986 	 -5 	  
19:30 13.12.2019 	 2,94 	 3,71 	 3,74 	 2 	 4 	 329 	 986 	 -5,7 	  
19:20 13.12.2019 	 2,98 	 3,79 	 3,81 	 2 	 3 	 311 	 986 	 -5,7 	  
19:10 13.12.2019 	 3 	 3,84 	 3,87 	 2 	 3 	 321 	 986 	 -6 	  
19:00 13.12.2019 	 3,02 	 3,82 	 3,85 	 2 	 3 	 333 	 986 	 -5,8 	  
18:50 13.12.2019 	 3,02 	 3,89 	 3,91 	 2 	 3 	 339 	 986 	 -5,9 	  
18:40 13.12.2019 	 3,02 	 3,77 	 3,8 	 2 	 4 	 13 	 986 	 -5,6 	  
18:30 13.12.2019 	 3,02 	 3,81 	 3,84 	 4 	 5 	 14 	 986 	 -5,7 	  
18:20 13.12.2019 	 3 	 3,84 	 3,87 	 4 	 5 	 4 	 986 	 -5,6 	  
18:10 13.12.2019 	 2,97 	 3,69 	 3,71 	 3 	 5 	 1 	 986 	 -5,7 	  
18:00 13.12.2019 	 2,94 	 3,7 	 3,73 	 3 	 4 	 3 	 986 	 -5,7 	  
17:50 13.12.2019 	 2,89 	 3,7 	 3,73 	 4 	 5 	 10 	 986 	 -5,8 	  
17:40 13.12.2019 	 2,83 	 3,6 	 3,63 	 4 	 5 	 6 	 986 	 -5,5 	  
17:30 13.12.2019 	 2,78 	 3,49 	 3,52 	 4 	 5 	 5 	 986 	 -5,6 	  
17:20 13.12.2019 	 2,7 	 3,43 	 3,45 	 4 	 4 	 6 	 986 	 -5,6 	  
17:10 13.12.2019 	 2,62 	 3,39 	 3,42 	 4 	 5 	 3 	 986 	 -5,5 	  
17:00 13.12.2019 	 2,54 	 3,26 	 3,28 	 3 	 5 	 2 	 986 	 -5,9 	  
16:50 13.12.2019 	 2,46 	 3,19 	 3,22 	 3 	 5 	 359 	 986 	 -6 	  
16:40 13.12.2019 	 2,36 	 3,09 	 3,11 	 4 	 5 	 357 	 986 	 -6 	  
16:30 13.12.2019 	 2,26 	 3,03 	 3,05 	 4 	 5 	 0 	 986 	 -5,9 	  
16:20 13.12.2019 	 2,15 	 2,91 	 2,94 	 4 	 6 	 2 	 986 	 -6 	  
16:10 13.12.2019 	 2,05 	 2,76 	 2,78 	 5 	 6 	 3 	 986 	 -6 	  
16:00 13.12.2019 	 1,94 	 2,76 	 2,78 	 4 	 6 	 3 	 986 	 -6 	  
15:50 13.12.2019 	 1,82 	 2,54 	 2,57 	 4 	 6 	 360 	 986 	 -6 	  
15:40 13.12.2019 	 1,71 	 2,38 	 2,4 	 4 	 6 	 1 	 986 	 -6,2 	  
15:30 13.12.2019 	 1,59 	 2,36 	 2,38 	 4 	 5 	 1 	 986 	 -6,6 	  
15:20 13.12.2019 	 1,48 	 2,16 	 2,18 	 4 	 6 	 4 	 986 	 -6,7 	  
15:10 13.12.2019 	 1,37 	 2,17 	 2,19 	 4 	 6 	 4 	 986 	 -6,4 	  
15:00 13.12.2019 	 1,26 	 2,01 	 2,03 	 3 	 5 	 4 	 987 	 -7,1 	  
14:50 13.12.2019 	 1,15 	 1,94 	 1,96 	 5 	 6 	 5 	 986 	 -6,6 	  
14:40 13.12.2019 	 1,05 	 1,86 	 1,88 	 4 	 6 	 6 	 987 	 -6,7 	  
14:30 13.12.2019 	 0,95 	 1,72 	 1,74 	 4 	 5 	 3 	 987 	 -6,8 	  
14:20 13.12.2019 	 0,86 	 1,63 	 1,65 	 4 	 5 	 3 	 987 	 -6,8 	  
14:10 13.12.2019 	 0,78 	 1,58 	 1,6 	 4 	 5 	 360 	 987 	 -7,7 	  
14:00 13.12.2019 	 0,7 	 1,5 	 1,52 	 5 	 6 	 3 	 987 	 -7,6 	  
13:50 13.12.2019 	 0,62 	 1,42 	 1,44 	 5 	 6 	 3 	 987 	 -7,9 	  
13:40 13.12.2019 	 0,57 	 1,4 	 1,42 	 4 	 6 	 6 	 987 	 -7,6 	  
13:30 13.12.2019 	 0,51 	 1,33 	 1,35 	 5 	 6 	 4 	 987 	 -7,2 	  
13:20 13.12.2019 	 0,47 	 1,27 	 1,28 	 5 	 7 	 4 	 987 	 -7,3 	  
13:10 13.12.2019 	 0,44 	 1,26 	 1,28 	 5 	 7 	 4 	 987 	 -7,2 	  
13:00 13.12.2019 	 0,42 	 1,31 	 1,33 	 5 	 6 	 4 	 987 	 -7,2 	  
12:50 13.12.2019 	 0,41 	 1,21 	 1,23 	 4 	 6 	 3 	 987 	 -6,9 	  
12:40 13.12.2019 	 0,41 	 1,23 	 1,25 	 4 	 6 	 358 	 987 	 -7,1 	  
12:30 13.12.2019 	 0,42 	 1,28 	 1,3 	 3 	 6 	 351 	 987 	 -7,3 	  
12:20 13.12.2019 	 0,44 	 1,22 	 1,24 	 4 	 5 	 7 	 988 	 -7 	  
12:10 13.12.2019 	 0,47 	 1,32 	 1,33 	 5 	 6 	 8 	 988 	 -7 	  
12:00 13.12.2019 	 0,52 	 1,35 	 1,37 	 5 	 7 	 5 	 988 	 -7,6 	  
11:50 13.12.2019 	 0,58 	 1,33 	 1,35 	 6 	 8 	 9 	 988 	 -7,5 	  
11:40 13.12.2019 	 0,63 	 1,46 	 1,48 	 7 	 9 	 9 	 988 	 -7,3 	  
11:30 13.12.2019 	 0,71 	 1,51 	 1,53 	 7 	 10 	 8 	 988 	 -6,9 	  
11:20 13.12.2019 	 0,79 	 1,61 	 1,63 	 6 	 9 	 10 	 988 	 -6,8 	  
11:10 13.12.2019 	 0,88 	 1,67 	 1,69 	 6 	 8 	 11 	 988 	 -6,7 	  
11:00 13.12.2019 	 0,98 	 1,71 	 1,74 	 6 	 9 	 12 	 988 	 -7,2 	  
10:50 13.12.2019 	 1,07 	 1,87 	 1,89 	 6 	 9 	 11 	 988 	 -7,3 	  
10:40 13.12.2019 	 1,18 	 1,99 	 2,01 	 6 	 8 	 10 	 988 	 -7,3 	  
10:30 13.12.2019 	 1,29 	 2,12 	 2,14 	 5 	 7 	 6 	 988 	 -7,5 	  
10:20 13.12.2019 	 1,41 	 2,23 	 2,25 	 5 	 7 	 7 	 988 	 -7,4 	  
10:10 13.12.2019 	 1,52 	 2,33 	 2,36 	 5 	 8 	 11 	 988 	 -7,4 	  
10:00 13.12.2019 	 1,64 	 2,47 	 2,5 	 5 	 7 	 14 	 988 	 -7 	  
09:50 13.12.2019 	 1,76 	 2,53 	 2,56 	 5 	 8 	 12 	 989 	 -7,3 	  
09:40 13.12.2019 	 1,88 	 2,71 	 2,73 	 5 	 9 	 15 	 989 	 -7,4 	  
09:30 13.12.2019 	 2 	 2,86 	 2,89 	 5 	 9 	 14 	 989 	 -6,9 	  
09:20 13.12.2019 	 2,12 	 2,82 	 2,84 	 5 	 7 	 13 	 989 	 -7,2 	  
09:10 13.12.2019 	 2,23 	 3,1 	 3,12 	 5 	 7 	 10 	 989 	 -6,8 	  
09:00 13.12.2019 	 2,34 	 3,17 	 3,2 	 4 	 6 	 16 	 989 	 -7,2 	  
08:50 13.12.2019 	 2,46 	 3,25 	 3,27 	 3 	 5 	 358 	 989 	 -7,5 	  
08:40 13.12.2019 	 2,56 	 3,4 	 3,42 	 3 	 4 	 11 	 989 	 -7,8 	  
08:30 13.12.2019 	 2,66 	 3,46 	 3,49 	 3 	 5 	 24 	 989 	 -6,8 	  
08:20 13.12.2019 	 2,75 	 3,53 	 3,55 	 3 	 4 	 29 	 989 	 -7,6 	  
08:10 13.12.2019 	 2,84 	 3,69 	 3,71 	 2 	 4 	 25 	 989 	 -7,8 	  
08:00 13.12.2019 	 2,92 	 3,74 	 3,76 	 2 	 4 	 15 	 989 	 -7,7 	  
07:50 13.12.2019 	 3 	 3,8 	 3,83 	 1 	 3 	 356 	 989 	 -7,8 	  
07:40 13.12.2019 	 3,06 	 3,87 	 3,9 	 0 	 2 	 22 	 989 	 -8 	  
07:30 13.12.2019 	 3,13 	 3,93 	 3,96 	 1 	 3 	 49 	 989 	 -7,7 	  
07:20 13.12.2019 	 3,18 	 3,97 	 4 	 2 	 4 	 8 	 989 	 -7,8 	  
07:10 13.12.2019 	 3,22 	 4,01 	 4,04 	 3 	 4 	 11 	 989 	 -8 	  
07:00 13.12.2019 	 3,26 	 4,05 	 4,08 	 3 	 5 	 9 	 989 	 -8,3 	  
06:50 13.12.2019 	 3,29 	 4,11 	 4,14 	 2 	 4 	 8 	 989 	 -7,9 	  
06:40 13.12.2019 	 3,3 	 4,06 	 4,08 	 3 	 4 	 6 	 990 	 -7,5 	  
06:30 13.12.2019 	 3,31 	 4,05 	 4,07 	 3 	 4 	 19 	 990 	 -7,1 	  
06:20 13.12.2019 	 3,31 	 4,08 	 4,11 	 3 	 3 	 23 	 990 	 -7,3 	  
06:10 13.12.2019 	 3,3 	 4,08 	 4,11 	 2 	 3 	 13 	 990 	 -7,5 	  
06:00 13.12.2019 	 3,28 	 4,05 	 4,08 	 2 	 3 	 4 	 990 	 -7,6 	  
05:50 13.12.2019 	 3,25 	 4,03 	 4,06 	 2 	 4 	 12 	 990 	 -7 	  
05:40 13.12.2019 	 3,21 	 3,94 	 3,97 	 2 	 3 	 11 	 990 	 -7 	  
05:30 13.12.2019 	 3,16 	 3,86 	 3,89 	 3 	 3 	 28 	 990 	 -6,6 	  
05:20 13.12.2019 	 3,1 	 3,83 	 3,86 	 2 	 3 	 66 	 990 	 -6,9 	  
05:10 13.12.2019 	 3,03 	 3,81 	 3,83 	 3 	 4 	 9 	 990 	 -7 	  
05:00 13.12.2019 	 2,96 	 3,59 	 3,61 	 3 	 5 	 8 	 990 	 -6,8 	  
04:50 13.12.2019 	 2,87 	 3,59 	 3,62 	 3 	 5 	 11 	 990 	 -6,5 	  
04:40 13.12.2019 	 2,78 	 3,53 	 3,55 	 4 	 5 	 8 	 990 	 -6,5 	  
04:30 13.12.2019 	 2,69 	 3,34 	 3,37 	 4 	 5 	 12 	 990 	 -6,1 	  
04:20 13.12.2019 	 2,58 	 3,27 	 3,29 	 4 	 5 	 15 	 990 	 -6,1 	  
04:10 13.12.2019 	 2,47 	 3,18 	 3,2 	 4 	 5 	 9 	 990 	 -6,2 	  
04:00 13.12.2019 	 2,36 	 2,96 	 2,99 	 4 	 5 	 14 	 991 	 -5,8 	  
03:50 13.12.2019 	 2,24 	 2,86 	 2,89 	 4 	 5 	 20 	 991 	 -5,7 	  
03:40 13.12.2019 	 2,12 	 2,79 	 2,81 	 4 	 6 	 19 	 991 	 -5,9 	  
03:30 13.12.2019 	 2 	 2,63 	 2,65 	 5 	 7 	 17 	 991 	 -6,1 	  
03:20 13.12.2019 	 1,88 	 2,52 	 2,54 	 5 	 7 	 14 	 990 	 -6,2 	  
03:10 13.12.2019 	 1,75 	 2,42 	 2,44 	 5 	 7 	 10 	 991 	 -5,8 	  
03:00 13.12.2019 	 1,62 	 2,21 	 2,24 	 5 	 7 	 12 	 991 	 -5,8 	  
02:50 13.12.2019 	 1,5 	 2,16 	 2,18 	 4 	 7 	 16 	 991 	 -5,8 	  
02:40 13.12.2019 	 1,38 	 2,05 	 2,07 	 5 	 8 	 20 	 991 	 -5,5 	  
02:30 13.12.2019 	 1,26 	 1,9 	 1,92 	 6 	 9 	 27 	 991 	 -4,7 	  
02:20 13.12.2019 	 1,15 	 1,81 	 1,83 	 7 	 9 	 28 	 991 	 -4,5 	  
02:10 13.12.2019 	 1,05 	 1,71 	 1,73 	 8 	 10 	 31 	 991 	 -4,4 	  
02:00 13.12.2019 	 0,94 	 1,63 	 1,65 	 7 	 10 	 32 	 991 	 -4,3 	  
01:50 13.12.2019 	 0,85 	 1,53 	 1,54 	 6 	 9 	 28 	 991 	 -4,3 	  
01:40 13.12.2019 	 0,76 	 1,4 	 1,42 	 5 	 8 	 32 	 991 	 -4,1 	  
01:30 13.12.2019 	 0,68 	 1,43 	 1,45 	 3 	 4 	 29 	 991 	 -5,4 	  
01:20 13.12.2019 	 0,61 	 1,26 	 1,28 	 4 	 6 	 35 	 991 	 -4,4 	  
01:10 13.12.2019 	 0,54 	 1,26 	 1,27 	 4 	 6 	 21 	 991 	 -4 	  
01:00 13.12.2019 	 0,49 	 1,16 	 1,18 	 3 	 6 	 18 	 991 	 -4,2 	  
00:50 13.12.2019 	 0,45 	 1,13 	 1,15 	 3 	 4 	 23 	 991 	 -4,4 	  
00:40 13.12.2019 	 0,42 	 1,08 	 1,09 	 3 	 5 	 21 	 991 	 -4,1 	  
00:30 13.12.2019 	 0,4 	 1,1 	 1,11 	 4 	 6 	 26 	 991 	 -4 	  
00:20 13.12.2019 	 0,39 	 1,15 	 1,16 	 5 	 7 	 34 	 991 	 -3,9 	  
00:10 13.12.2019 	 0,39 	 1,12 	 1,14 	 5 	 7 	 39 	 991 	 -3,6 	  
00:00 13.12.2019 	 0,41 	 1,1 	 1,11 	 6 	 7 	 35 	 991 	 -3,5 	  
23:50 12.12.2019 	 0,43 	 1,18 	 1,2 	 5 	 6 	 33 	 991 	 -3,8 	  
23:40 12.12.2019 	 0,46 	 1,15 	 1,17 	 4 	 5 	 34 	 991 	 -3,4 	  
23:30 12.12.2019 	 0,51 	 1,22 	 1,23 	 4 	 6 	 14 	 991 	 -3,4 	  
23:20 12.12.2019 	 0,56 	 1,24 	 1,25 	 3 	 5 	 8 	 991 	 -3,8 	  
23:10 12.12.2019 	 0,62 	 1,31 	 1,33 	 4 	 5 	 11 	 991 	 -4,1 	  
23:00 12.12.2019 	 0,7 	 1,41 	 1,43 	 3 	 5 	 21 	 991 	 -3,9 	  
22:50 12.12.2019 	 0,78 	 1,45 	 1,47 	 5 	 7 	 12 	 990 	 -3,7 	  
22:40 12.12.2019 	 0,86 	 1,58 	 1,6 	 5 	 8 	 14 	 990 	 -3,5 	  
22:30 12.12.2019 	 0,95 	 1,68 	 1,7 	 5 	 8 	 10 	 990 	 -3,5 	  
22:20 12.12.2019 	 1,05 	 1,73 	 1,75 	 4 	 8 	 12 	 990 	 -3,3 	  
22:10 12.12.2019 	 1,15 	 1,91 	 1,93 	 5 	 8 	 1 	 990 	 -3,4 	  
22:00 12.12.2019 	 1,26 	 2 	 2,02 	 5 	 8 	 357 	 990 	 -3,4 	  
21:50 12.12.2019 	 1,37 	 2,08 	 2,11 	 4 	 6 	 357 	 990 	 -3,7 	  
21:40 12.12.2019 	 1,47 	 2,26 	 2,28 	 5 	 7 	 3 	 990 	 -3,4 	  
21:30 12.12.2019 	 1,58 	 2,28 	 2,3 	 5 	 8 	 4 	 990 	 -3,2 	  
21:20 12.12.2019 	 1,7 	 2,47 	 2,49 	 5 	 8 	 2 	 990 	 -3,3 	  
21:10 12.12.2019 	 1,8 	 2,58 	 2,6 	 5 	 7 	 2 	 990 	 -3,4 	  
21:00 12.12.2019 	 1,91 	 2,6 	 2,62 	 6 	 8 	 1 	 990 	 -3,3 	  
20:50 12.12.2019 	 2,02 	 2,82 	 2,84 	 6 	 8 	 6 	 990 	 -3,5 	  
20:40 12.12.2019 	 2,12 	 2,93 	 2,96 	 6 	 8 	 11 	 990 	 -3,3 	  
20:30 12.12.2019 	 2,22 	 3,02 	 3,04 	 6 	 9 	 15 	 990 	 -3,5 	  
